person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos
1f5696f2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,6.0,1000.0,0
1f571427,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,10000.0,6.0,1.0,8.0,0.0,1.0,0.0,7.0,2.0,1000.0,3
1f5849a9,33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1000.0,11.0,4
1f5b75f3,11,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,5.0,8.0,8.0,2.0,0.0,8.0,0.0,1.0,0.0,1.0,8.0,1000.0,1
1f5cdd55,56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,9.0,9.0,8
1f5d2333,32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,37.0,10000.0,1.0,1.0,12.0,0.0,0.0,1.0,5.0,12.0,1000.0,5
1f5f9837,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10000.0,0.0,1.0,3.0,0.0,1.0,0.0,9.0,1.0,1000.0,5
1f6343e2,217,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,8.0,21.0,15.0,4.0,1.0,15.0,0.0,1.0,0.0,5.0,14.0,11.0,12
1f6482cb,26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,148.0,10000.0,1.0,1.0,5.0,0.0,1.0,0.0,4.0,5.0,5.0,4
1f65f7dc,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,1.0,23.0,1000.0,1
1f6cb8d6,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,144.0,10000.0,0.0,1.0,11.0,0.0,1.0,0.0,9.0,11.0,1000.0,3
1f733682,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
1f73db98,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,10000.0,9.0,1.0,16.0,0.0,1.0,0.0,9.0,16.0,1000.0,6
1f7cde58,156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10000.0,10.0,1.0,13.0,1.0,0.0,0.0,17.0,13.0,13.0,13
1f7d29c9,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,15.0,1000.0,3
1f7dded2,188,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,80.0,10000.0,3.0,1.0,16.0,0.0,1.0,0.0,4.0,16.0,16.0,6
1f7e79ef,23,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,10.0,10.0,10.0,1.0,1.0,10.0,1.0,0.0,0.0,2.0,10.0,1000.0,1
1f873c75,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,5.0,7.0,1000.0,2
1f8fb8e1,134,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10000.0,3.0,1.0,13.0,1.0,0.0,0.0,8.0,4.0,1000.0,10
1f91440a,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,2.0,1.0,10.0,0.0,1.0,0.0,2.0,10.0,10.0,3
1f919431,232,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,10000.0,13.0,1.0,6.0,0.0,1.0,0.0,11.0,6.0,6.0,10
1f93a586,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,34.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,7
1f9b9d30,117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,38.0,10000.0,1.0,1.0,9.0,0.0,1.0,0.0,2.0,12.0,1000.0,16
1fa227a1,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,1000.0,1
1fa2dd02,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,0.0,1.0,0.0,2.0,17.0,1000.0,1
1fa4df27,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1000.0,2
1fa94c95,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,4.0,4.0,2
1facecfc,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1000.0,4
1fad1eec,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,115.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,1.0,115.0,2.0,4
1faf1256,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,106.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
1fafddc0,120,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,10000.0,1.0,1.0,7.0,1.0,0.0,0.0,44.0,1.0,1000.0,3
1fb1cd29,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,1.0,6.0,1000.0,3
1fb7a7cd,358,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,79.0,10000.0,3.0,1.0,9.0,0.0,1.0,0.0,7.0,18.0,43.0,10
1fb9ac3b,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,9.0,1000.0,0
1fbcd436,37,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,53.0,10000.0,2.0,1.0,53.0,1.0,0.0,0.0,11.0,8.0,1000.0,5
1fcb0000,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1000.0,5.0,1
1fdbadb6,20,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,10000.0,0.0,1.0,17.0,0.0,1.0,0.0,6.0,11.0,1000.0,1
1fdcd41f,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,1000.0,1
1fe01d6d,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,10000.0,1.0,1.0,7.0,0.0,1.0,0.0,18.0,6.0,6.0,4
1fe050bd,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10000.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,6.0,1000.0,1
1fe15400,82,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,8.0,41.0,31.0,9.0,1.0,9.0,1.0,1.0,0.0,11.0,8.0,8.0,5
1fe15576,61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10000.0,7.0,1.0,4.0,1.0,0.0,0.0,9.0,3.0,3.0,9
1fe57924,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,1.0,0.0,16.0,1.0,0.0,0.0,2.0,16.0,16.0,2
1fe5dd13,22,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,13.0,13.0,13.0,5.0,1.0,13.0,0.0,1.0,0.0,5.0,13.0,1000.0,2
1fe67004,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,2.0,3.0,1000.0,11
1fea3435,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2
1fea4416,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,2.0,0.0,17.0,0.0,1.0,0.0,2.0,17.0,1000.0,1
1ff0d0a8,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,10000.0,7.0,1.0,20.0,0.0,1.0,0.0,7.0,2.0,1000.0,3
1ff20b4b,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,11.0,1000.0,1
1ff48d9c,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,2.0,1.0,14.0,1.0,0.0,0.0,0.0,1000.0,14.0,4
1ff4c828,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,45.0,45.0,0
1ffafdf9,95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,63.0,10000.0,0.0,1.0,42.0,1.0,0.0,0.0,0.0,1000.0,58.0,10
1ffe3c49,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,1000.0,1
2003e6bd,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,2.0,0.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
200deb09,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,1000.0,7
200e303f,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,10000.0,3.0,1.0,10000.0,0.0,1.0,0.0,2.0,1.0,10.0,2
2014524d,21,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10000.0,2.0,1.0,9.0,1.0,0.0,0.0,4.0,4.0,1000.0,2
2015d09b,84,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,50.0,10000.0,4.0,1.0,46.0,1.0,0.0,0.0,8.0,25.0,50.0,11
20199b25,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,56.0,10000.0,3.0,1.0,17.0,1.0,0.0,0.0,2.0,17.0,1000.0,7
2020c04c,93,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,10000.0,1.0,1.0,6.0,1.0,0.0,0.0,3.0,6.0,1000.0,8
20237c88,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,3.0,0.0,7.0,0.0,1.0,0.0,3.0,7.0,1000.0,2
20244ac6,270,1.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.2,1.0,29.0,29.0,0.0,1.0,1.0,0.0,1.0,0.0,24.0,4.0,1.0,8
20261dc4,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,6.0,6.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,6.0,1000.0,2
202d1169,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,10000.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,1000.0,1000.0,8
2032fc0a,660,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0,10000.0,22.0,1.0,1.0,1.0,0.0,0.0,8.0,60.0,30.0,26
2036abfb,93,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,10000.0,8.0,1.0,21.0,1.0,0.0,0.0,0.0,1000.0,21.0,7
203881b1,23,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4,17.0,17.0,17.0,3.0,1.0,17.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
203923c3,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,10000.0,0.0,1.0,8.0,1.0,0.0,0.0,5.0,41.0,41.0,6
203b1a72,39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,10000.0,2.0,1.0,16.0,1.0,0.0,0.0,0.0,1000.0,1000.0,6
203d4f13,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,2.0,0.0,8.0,1.0,0.0,0.0,2.0,8.0,8.0,1
20418f2c,29,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,10000.0,4.0,1.0,16.0,0.0,1.0,0.0,4.0,16.0,1000.0,2
2043bab2,25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,10000.0,6.0,1.0,10.0,0.0,1.0,0.0,6.0,10.0,1000.0,2
20479941,53,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,10000.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,1000.0,1000.0,10
2048b0f6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,13.0,1000.0,1
2048d9e1,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1
204df81b,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,56.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,8.0,4.0,1000.0,14
2051e70a,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,14.0,1000.0,1
205b70a2,221,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,1.0,31.0,28.0,2.0,1.0,25.0,0.0,1.0,0.0,27.0,1.0,1.0,4
205d77d7,119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,10000.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1000.0,1.0,10
2060f180,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,14.0,1000.0,1
2063af36,245,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,46.0,10000.0,11.0,1.0,9.0,1.0,0.0,0.0,4.0,8.0,42.0,10
20671d2e,218,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.4,11.0,98.0,11.0,6.0,1.0,11.0,1.0,0.0,0.0,5.0,12.0,11.0,4
206c77f9,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10000.0,0.0,1.0,10.0,1.0,0.0,0.0,2.0,7.0,1000.0,2
20734be7,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,1.0,33.0,1000.0,9
2074bd27,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,10000.0,6.0,1.0,15.0,1.0,0.0,0.0,13.0,12.0,1000.0,3
207710a6,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,1.0,0.0,16.0,1.0,0.0,0.0,1.0,16.0,16.0,1
2086fafb,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,1.0,1.0,1000.0,3
208aba2f,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,3.0,3.0,4
208dcb0c,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,10000.0,7.0,1.0,10000.0,0.0,1.0,0.0,7.0,1.0,1.0,6
208e734b,188,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,10000.0,16.0,1.0,34.0,0.0,1.0,0.0,5.0,56.0,13.0,12
208f28bd,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,7.0,7.0,2
2093f9a0,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1000.0,3.0,3
20942a48,158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,10000.0,23.0,1.0,17.0,0.0,1.0,0.0,25.0,22.0,23.0,9
209a3aef,14,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,3.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,1000.0,2
20a22248,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,10000.0,4.0,1.0,2.0,0.0,1.0,0.0,15.0,2.0,1000.0,4
20ac4fd4,154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,117.0,10000.0,5.0,1.0,117.0,1.0,0.0,0.0,11.0,42.0,117.0,9
20af1c6e,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,81.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,75.0,2
20b5aec4,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,3.0,0.0,14.0,0.0,1.0,0.0,3.0,14.0,1000.0,2
20b5af6c,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,2.0,0.0,11.0,1.0,0.0,0.0,2.0,11.0,1000.0,1
20b9a582,214,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,55.0,10000.0,2.0,1.0,8.0,1.0,0.0,0.0,17.0,9.0,1000.0,7
20be6ce8,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,10000.0,2.0,0.0,7.0,1.0,0.0,0.0,2.0,8.0,8.0,1
20befec7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,1.0,16.0,1000.0,4
20c04bf6,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,1000.0,1
20c339d1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,2.0,3.0,1000.0,1
20c8da28,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,10000.0,9.0,1.0,14.0,0.0,1.0,0.0,9.0,11.0,1000.0,2
20cf2069,17,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,7.0,7.0,7.0,2.0,0.0,7.0,0.0,1.0,0.0,2.0,7.0,7.0,3
20cf33c1,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10000.0,1.0,1.0,7.0,0.0,1.0,0.0,2.0,6.0,1000.0,3
20d23614,60,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,1.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,10.0,1.0,3.0,5
20d2e919,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,1000.0,1
20d31358,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,8.0,1000.0,6
20d488f1,550,2.0,0.0,2.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.4,4.0,93.0,28.0,26.0,1.0,19.0,1.0,0.0,0.0,57.0,4.0,4.0,11
20daf4fa,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,23.0,10000.0,4.0,1.0,17.0,1.0,0.0,0.0,6.0,16.0,16.0,5
20db838b,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,3
20dbcca4,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,15.0,1000.0,4
20e9ac52,68,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,12
20e9d455,105,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,3.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,1000.0,14
20eb8fa2,27,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,10000.0,2.0,1.0,13.0,1.0,0.0,0.0,3.0,13.0,1000.0,1
20ee1c83,188,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10000.0,0.0,1.0,5.0,0.0,1.0,0.0,10.0,5.0,4.0,14
20f44013,145,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,16.0,18.0,16.0,14.0,1.0,16.0,0.0,1.0,0.0,14.0,16.0,16.0,5
20f458bd,698,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,1.0,120.0,29.0,6.0,1.0,1.0,0.0,1.0,0.0,8.0,21.0,6.0,9
20f67ad1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,2.0,0.0,10000.0,1.0,0.0,0.0,2.0,14.0,1000.0,3
20fab3e0,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,10000.0,2.0,1.0,4.0,0.0,1.0,0.0,4.0,2.0,2.0,3
20fe430a,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,5.0,1000.0,1
20ff9ba3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,10000.0,1.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,12.0,1
210a65a4,294,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,1.0,59.0,10.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,9.0,1000.0,23
210edfc9,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,1000.0,1
