person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos,apple,asus,blackberry,lenovo,lg,motorola,quantum,samsung,sony,bcm,vam,vao,coam,coao,cam,cao,lam,lao
1b1c8b65,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,3.0,0.0,7.0,0.0,1.0,0.0,3.0,7.0,1000.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b1d6b6a,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0,0.0,1000.0,72.0,1,2,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b20a3f7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,0.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b2a63f9,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,15.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b2b8210,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b2d3e31,72,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,10000.0,0.0,1.0,9.0,1.0,0.0,0.0,9.0,5.0,1000.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b2f9e9a,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b326b58,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,10000.0,1.0,1.0,7.0,1.0,0.0,0.0,5.0,2.0,7.0,5,18,1,0,0,0,1,0,0,0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b373281,1025,0.0,15.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,146.0,10000.0,25.0,1.0,3.0,1.0,1.0,0.0,83.0,3.0,75.0,21,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b37f68f,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,10000.0,1.0,1.0,14.0,0.0,1.0,0.0,2.0,8.0,14.0,2,0,0,0,0,0,0,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b38d6e6,35,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.4,14.0,15.0,14.0,5.0,1.0,14.0,0.0,1.0,0.0,5.0,14.0,14.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b3988a7,101,3.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,11.0,16.0,13.0,11.0,1.0,13.0,1.0,1.0,0.0,15.0,13.0,13.0,3,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b39b55b,21,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,11.0,18.0,17.0,3.0,1.0,17.0,0.0,1.0,0.0,1.0,17.0,1000.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b39c6db,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,2.0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,1000.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b3c4385,13,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,7.0,7.0,7.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,7.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b3c4f5c,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,1.0,0.0,16.0,1.0,0.0,0.0,1.0,16.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b3d1a0f,23,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,2.0,0.0,12.0,0.0,1.0,0.0,1.0,12.0,12.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b3df612,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,6.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b3e2268,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,6.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b3f7f10,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,10000.0,0.0,1.0,9.0,0.0,1.0,0.0,5.0,6.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b40a753,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,0.0,0.0,12.0,0.0,1.0,0.0,2.0,12.0,1000.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b493e2d,46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,10000.0,4.0,1.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,4,6,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b4cc711,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,2.0,1.0,10000.0,0.0,1.0,0.0,4.0,2.0,1000.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b51506e,13,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,9.0,9.0,9.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,9.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b51992b,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,10000.0,1.0,1.0,17.0,1.0,0.0,0.0,4.0,15.0,21.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b54d657,140,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,10000.0,4.0,1.0,14.0,0.0,1.0,0.0,4.0,14.0,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b58fdc3,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,66.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,1.0,4.0,66.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b59ca78,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,7.0,1.0,1000.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b5ad62b,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b5b18d4,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,130.0,10000.0,8.0,1.0,10000.0,0.0,1.0,0.0,1.0,130.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b5c5c85,38,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,1000.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b5e5be7,28,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,50.0,10000.0,3.0,1.0,16.0,1.0,0.0,0.0,6.0,16.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b621d31,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,1.0,1.0,0.0,1.0,0.0,28.0,1.0,1.0,3,0,0,0,0,0,0,0,6,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b649af9,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,10000.0,3.0,1.0,11.0,1.0,0.0,0.0,13.0,10.0,1000.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b6cc3e9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b6dcd58,102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,10000.0,0.0,1.0,13.0,1.0,0.0,0.0,4.0,10.0,1000.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b71927c,84,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.4,7.0,115.0,7.0,14.0,1.0,7.0,1.0,0.0,0.0,11.0,8.0,7.0,4,0,0,0,0,2,0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b743501,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,10000.0,2.0,1.0,10000.0,0.0,1.0,0.0,2.0,24.0,1000.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b774acf,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,10000.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b7918eb,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,9.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b8217cf,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,24.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b835cc0,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1000.0,1000.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b8e391b,243,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,10000.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,11,37,0,0,0,0,0,0,18,0,55.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1b9402e3,121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,10000.0,7.0,1.0,15.0,1.0,0.0,0.0,7.0,15.0,15.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b999ac6,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,10000.0,3.0,1.0,10000.0,1.0,0.0,0.0,0.0,1000.0,1000.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1b9f7cf6,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,10000.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,1000.0,11.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1ba25a37,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bab33ee,33,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,55.0,10000.0,2.0,1.0,12.0,0.0,1.0,0.0,2.0,55.0,1000.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bab78c7,222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,46.0,10000.0,24.0,1.0,9.0,1.0,0.0,0.0,72.0,5.0,1000.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1baccb74,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,10000.0,0.0,1.0,16.0,1.0,0.0,0.0,2.0,11.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bad52b9,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2,0,0,0,0,0,4,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bb00667,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bb0ac90,7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,14.0,14.0,14.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1000.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bb0e8cc,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bb1014e,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,10000.0,3.0,1.0,15.0,0.0,1.0,0.0,3.0,15.0,1000.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bb201d2,97,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,10000.0,3.0,1.0,7.0,0.0,1.0,0.0,5.0,7.0,2.0,5,6,0,0,0,0,1,0,26,0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bb44b38,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10000.0,11.0,1.0,3.0,0.0,1.0,0.0,7.0,2.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bb546e9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,3.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bb996d8,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,10000.0,1.0,1.0,14.0,1.0,0.0,0.0,4.0,8.0,1000.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bbad04b,43,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,10.0,25.0,25.0,4.0,1.0,10.0,0.0,1.0,0.0,11.0,10.0,1000.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bc098f5,78,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,10000.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,1000.0,4.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bc4241a,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,38.0,10000.0,3.0,1.0,10000.0,1.0,0.0,0.0,1.0,36.0,5.0,3,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bc7f14b,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10000.0,7.0,1.0,10000.0,0.0,1.0,0.0,7.0,1.0,1000.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bc807ce,166,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,10000.0,0.0,1.0,3.0,1.0,0.0,0.0,17.0,3.0,3.0,7,1,5,0,0,2,0,0,0,0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1bc9a8d0,87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,10000.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,1000.0,1000.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bd1b394,199,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,1.0,17.0,17.0,12.0,1.0,17.0,1.0,1.0,0.0,7.0,1.0,4.0,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bd6991e,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.0,10000.0,2.0,1.0,10000.0,1.0,0.0,0.0,4.0,28.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1be08351,16,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1be6a8c9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,10000.0,6.0,1.0,10000.0,0.0,1.0,0.0,5.0,56.0,55.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1beb21db,306,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,1.0,15.0,14.0,1.0,1.0,14.0,1.0,1.0,0.0,1.0,14.0,1000.0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bef1cb6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,1.0,1.0,2,2,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bef54ed,72,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,95.0,10000.0,0.0,1.0,93.0,1.0,0.0,0.0,6.0,10.0,1000.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bf1aeef,206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10000.0,1.0,1.0,6.0,1.0,0.0,0.0,14.0,6.0,6.0,13,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bf355b9,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bf6a8b6,8,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,13.0,14.0,13.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bf860fd,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,10000.0,0.0,1.0,10000.0,1.0,0.0,0.0,1.0,9.0,1000.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bf887bc,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,2.0,57.0,1000.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bf9ead1,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,10000.0,7.0,1.0,9.0,0.0,1.0,0.0,7.0,7.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c00b5af,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,63.0,10000.0,0.0,1.0,15.0,0.0,1.0,0.0,10.0,13.0,1000.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c09b299,71,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,10.0,1.0,11.0,1.0,0.0,0.0,9.0,11.0,11.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c0b7e69,57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,10000.0,2.0,1.0,20.0,1.0,0.0,0.0,2.0,20.0,1000.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c0d8a13,214,3.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6,2.0,19.0,19.0,6.0,1.0,13.0,0.0,1.0,0.0,14.0,2.0,13.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c111090,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,10000.0,3.0,1.0,15.0,1.0,0.0,0.0,3.0,15.0,15.0,4,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
