person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos
2777073d,749,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,2.0,51.0,14.0,48.0,1.0,14.0,1.0,1.0,0.0,51.0,14.0,13.0,11
27771a92,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,10000.0,9.0,1.0,7.0,0.0,1.0,0.0,8.0,6.0,7.0,5
27781d13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,77.0,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,3
277b1d1c,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,10000.0,1.0,1.0,29.0,1.0,0.0,0.0,4.0,7.0,1000.0,2
277b9384,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1000.0,1
278154d9,18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,35.0,10000.0,0.0,1.0,11.0,1.0,0.0,0.0,4.0,11.0,1000.0,3
2784f4eb,184,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,10000.0,6.0,1.0,11.0,1.0,0.0,0.0,16.0,9.0,1000.0,7
279429ad,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,9.0,1000.0,1
279535b5,174,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,10000.0,6.0,1.0,1.0,0.0,1.0,0.0,7.0,10.0,13.0,6
27985fa5,184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,10000.0,0.0,1.0,8.0,0.0,1.0,0.0,6.0,9.0,9.0,10
2798db8c,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,4.0,0.0,3.0,1.0,0.0,0.0,5.0,3.0,1000.0,3
279c4d7a,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,5.0,1000.0,2
27a1c83d,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,2.0,0.0,11.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2
27a8f79c,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2
27a92445,181,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,60.0,110.0,10000.0,9.0,1.0,91.0,1.0,0.0,0.0,9.0,71.0,110.0,11
27af297a,60,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,10000.0,0.0,1.0,5.0,0.0,1.0,0.0,23.0,2.0,5.0,5
27b2deb6,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,2.0,1.0,14.0,1.0,0.0,0.0,3.0,14.0,1000.0,6
27b3a3ed,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
27b6b9ca,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10000.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,4.0,1000.0,2
27bf1be1,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,7.0,1000.0,2
27c28c38,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
27c2aa9a,358,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,10000.0,13.0,1.0,1.0,1.0,0.0,0.0,12.0,1.0,91.0,14
27cc8e9a,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,2.0,0.0,15.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2
27d354f3,286,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,3.0,31.0,14.0,8.0,1.0,15.0,1.0,1.0,0.0,4.0,3.0,16.0,16
27d374bb,331,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,1.0,73.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,9.0,39.0,53.0,13
27d5cd97,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,62.0,10000.0,3.0,1.0,10000.0,0.0,1.0,0.0,3.0,57.0,57.0,6
27d91cf7,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,11.0,0.0,1.0,0.0,1.0,11.0,11.0,3
27d9f51b,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,10000.0,0.0,0.0,10000.0,1.0,0.0,0.0,1.0,18.0,1000.0,2
27dac0f9,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,10000.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1000.0,1000.0,5
27dcd164,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,1.0,0.0,17.0,0.0,1.0,0.0,1.0,17.0,17.0,1
27dcedfe,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10000.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1000.0,6
27e2e479,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,10000.0,3.0,0.0,10000.0,0.0,1.0,0.0,0.0,1000.0,109.0,4
27e55eaf,243,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,25.0,10.0,11.0,1.0,10.0,1.0,1.0,0.0,19.0,2.0,1000.0,10
27e6c5b7,129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,10000.0,2.0,1.0,10.0,0.0,1.0,0.0,11.0,10.0,10.0,13
27e84871,116,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,10000.0,12.0,1.0,10.0,0.0,1.0,0.0,12.0,8.0,8.0,5
27e93490,596,2.0,0.0,1.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.4,6.0,136.0,14.0,16.0,1.0,8.0,1.0,1.0,0.0,46.0,6.0,60.0,12
27ebb1cf,34,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,8.0,11.0,11.0,1.0,1.0,11.0,0.0,1.0,0.0,1.0,11.0,11.0,3
27f0a8fc,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10000.0,5.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,1000.0,2
27f135c1,24,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,1.0,9.0,0.0,1.0,0.0,1.0,9.0,1000.0,2
27f4332f,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10000.0,2.0,1.0,10.0,0.0,1.0,0.0,1.0,9.0,1000.0,4
27f63981,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,1.0,0.0,15.0,0.0,1.0,0.0,1.0,15.0,15.0,1
27f8f17c,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,2.0,0.0,10000.0,0.0,1.0,0.0,0.0,1000.0,7.0,1
27f9681c,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,1000.0,6
27fad1f8,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,10000.0,2.0,1.0,11.0,1.0,0.0,0.0,3.0,11.0,11.0,8
27fcc4d0,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,2
27fd1122,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,2.0,1.0,10000.0,0.0,1.0,0.0,1.0,1.0,1000.0,7
28099df4,10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,1.0,0.0,17.0,0.0,1.0,0.0,1.0,17.0,17.0,2
280b2e41,46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,10000.0,5.0,1.0,10.0,0.0,1.0,0.0,4.0,8.0,8.0,5
280ed189,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,62.0,10000.0,0.0,1.0,12.0,0.0,1.0,0.0,6.0,10.0,13.0,4
281bc1b1,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,136.0,10000.0,4.0,1.0,80.0,1.0,0.0,0.0,6.0,59.0,46.0,5
281e88f7,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,1.0,0.0,17.0,1.0,0.0,0.0,3.0,17.0,1000.0,6
2826bc54,15,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,0.0,1.0,14.0,1.0,0.0,0.0,1.0,14.0,1000.0,1
2829eba5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,96.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,0
28326202,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,10000.0,4.0,1.0,10.0,0.0,1.0,0.0,9.0,10.0,10.0,4
2832fb15,7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,4.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1
283dfcdc,34,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,10000.0,2.0,1.0,7.0,0.0,1.0,0.0,2.0,7.0,7.0,2
284169d6,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,45.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,1.0,41.0,1000.0,9
285104c3,124,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,10000.0,11.0,1.0,2.0,1.0,0.0,0.0,15.0,7.0,7.0,15
2851e693,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10000.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,1000.0,4
2852ff87,73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,10000.0,2.0,1.0,13.0,0.0,1.0,0.0,2.0,12.0,8.0,6
2854e382,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0,1000.0,1
2856e88f,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,10000.0,3.0,1.0,6.0,1.0,0.0,0.0,3.0,3.0,1000.0,4
285de691,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,10000.0,0.0,1.0,10000.0,1.0,0.0,0.0,1.0,8.0,1000.0,9
2861e668,46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,10000.0,0.0,1.0,6.0,1.0,0.0,0.0,4.0,6.0,1000.0,9
286eaf91,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,2.0,4.0,1000.0,1
286f7a33,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0,10000.0,6.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,1.0,7
28737d87,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,15.0,1000.0,4
287b7e29,54,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,12.0,24.0,13.0,3.0,1.0,13.0,1.0,0.0,0.0,3.0,14.0,1000.0,6
287e1708,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1000.0,1
287f650e,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1000.0,6
2886ae9a,28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,10000.0,5.0,1.0,9.0,0.0,1.0,0.0,5.0,9.0,1000.0,3
288acb13,64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10000.0,1.0,1.0,9.0,1.0,0.0,0.0,1.0,9.0,9.0,8
288b50b9,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,12.0,1.0,2.0,4
288da64d,17,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,120.0,10000.0,3.0,1.0,10.0,0.0,1.0,0.0,0.0,1000.0,1000.0,3
288e0c71,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,1000.0,1
28953e8a,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10000.0,3.0,1.0,10000.0,0.0,1.0,0.0,6.0,1.0,1.0,2
289a916f,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0,0.0,1.0,0.0,3.0,7.0,1000.0,1
289bbdcc,61,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,75.0,10000.0,3.0,1.0,16.0,1.0,0.0,0.0,5.0,40.0,30.0,6
289f8655,57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,1000.0,1000.0,6
28a65350,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1000.0,1000.0,4
28a6e7e7,12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,1.0,0.0,15.0,1.0,0.0,0.0,3.0,15.0,1000.0,2
28ab7f08,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,59.0,10000.0,2.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,1000.0,6
28b1f998,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,10000.0,6.0,1.0,16.0,1.0,0.0,0.0,0.0,1000.0,11.0,3
28b8ae83,184,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,10000.0,1.0,1.0,13.0,1.0,0.0,0.0,7.0,10.0,1000.0,16
28b8c641,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,10000.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,1000.0,1000.0,8
28bae7fe,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,8.0,1000.0,2
28c25c82,179,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0,10000.0,0.0,1.0,4.0,0.0,1.0,0.0,64.0,4.0,1000.0,11
28c452a4,16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,10000.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,1000.0,21.0,3
28c57aad,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,10000.0,0.0,1.0,17.0,1.0,0.0,0.0,8.0,11.0,11.0,2
28c9e3f0,37,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,1000.0,1000.0,3
28c9ec04,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,10000.0,2.0,1.0,10000.0,0.0,1.0,0.0,3.0,4.0,1000.0,1
28ca0f71,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,63.0,10000.0,12.0,1.0,10.0,0.0,1.0,0.0,11.0,10.0,12.0,3
28cc47d9,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,9.0,1000.0,1
28ceac01,306,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,10000.0,11.0,1.0,1.0,1.0,0.0,0.0,2.0,51.0,1000.0,11
28d1059e,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0,10.0,1000.0,6
28d5cb33,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,14.0,1.0,1000.0,3
28d96c15,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,10000.0,1.0,1.0,10000.0,1.0,0.0,0.0,1.0,25.0,25.0,6
28d9839e,38,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1000.0,17.0,7
28d9c828,72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,147.0,10000.0,1.0,1.0,126.0,0.0,1.0,0.0,12.0,9.0,114.0,5
28da32e1,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,10000.0,4.0,1.0,9.0,1.0,0.0,0.0,18.0,7.0,11.0,6
28dc18d1,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,12.0,1000.0,4
28ddda17,76,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4
28de035a,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,2.0,0.0,12.0,0.0,1.0,0.0,4.0,12.0,1000.0,1
28e400e1,25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1000.0,1000.0,3
28e4693d,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,10000.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0,9.0,9.0,1
28e84896,106,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.4,10.0,63.0,12.0,3.0,1.0,12.0,1.0,0.0,0.0,4.0,12.0,39.0,6
28ebdb52,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,10000.0,1.0,1.0,15.0,1.0,0.0,0.0,2.0,9.0,15.0,1
28f2e77d,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,10000.0,2.0,1.0,14.0,1.0,0.0,0.0,1.0,3.0,1000.0,1
28f3dd1c,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,2.0,0.0,10000.0,1.0,0.0,0.0,2.0,2.0,2.0,1
28f3ff38,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1000.0,1
28f43ec4,18,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,10000.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,1000.0,1000.0,3
28f665e9,76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,73.0,10000.0,0.0,1.0,19.0,0.0,1.0,0.0,6.0,13.0,13.0,7
28f6ea22,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,8.0,1000.0,1
28f8de85,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,9.0,1000.0,2
28fcdc9f,22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1000.0,3.0,7
28ff2f59,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1000.0,1.0,3
290a7774,112,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,3.0,18.0,7.0,9.0,1.0,7.0,1.0,0.0,0.0,8.0,7.0,7.0,3
2910d554,39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,2.0,1.0,10.0,1.0,0.0,0.0,1.0,10.0,1000.0,10
29114279,87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,10000.0,4.0,1.0,1.0,0.0,1.0,0.0,4.0,17.0,1.0,5
2913068a,110,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,15.0,110.0,16.0,15.0,1.0,16.0,0.0,1.0,0.0,9.0,16.0,17.0,8
291382ac,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,2.0,0.0,10.0,1.0,0.0,0.0,2.0,10.0,10.0,5
2914fdcc,12,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,13.0,17.0,13.0,0.0,1.0,13.0,0.0,1.0,0.0,2.0,13.0,1000.0,1
29160b79,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,17.0,1000.0,2
291dee84,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,10000.0,3.0,1.0,10000.0,0.0,1.0,0.0,3.0,5.0,5.0,2
29203846,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1000.0,1
2926ff70,93,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10000.0,7.0,1.0,8.0,1.0,0.0,0.0,13.0,7.0,1000.0,13
