person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout
164fa3da,201,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,1.0,24.0,92.0,71.0,25.0,1.0,76.0
168871d5,124,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,15.0,43.0,22.0,3.0,1.0,22.0
16abf036,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,10000.0,0.0,1.0,11.0
171e75cb,1212,1.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.2,1.0,89.0,38.0,3.0,1.0,20.0
17347527,25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,0.0,3.0
1744d596,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,3.0,0.0,10000.0
17579b9d,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,10000.0,2.0,1.0,10000.0
175db121,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,10000.0,0.0,1.0,10000.0
177bc00b,101,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,10000.0,2.0,1.0,25.0
177f1298,277,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,83.0,10000.0,13.0,1.0,3.0
179ae39f,68,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,11.0,11.0,11.0,1.0,0.0,11.0
181a6d08,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10000.0,3.0,1.0,4.0
181cfff7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,4.0,1.0,10000.0
1836c63e,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,10000.0,1.0,0.0,10000.0
189c451b,77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,51.0,10000.0,8.0,1.0,18.0
18aa0e54,28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10000.0,1.0,1.0,4.0
18e77b0a,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10000.0,3.0,1.0,4.0
18f39a0c,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,10000.0,1.0,1.0,10000.0
196292f4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,3.0,0.0,10000.0
197a619e,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,69.0,10000.0,2.0,1.0,10000.0
19863427,274,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,10000.0,5.0,1.0,16.0
199cf3c4,168,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,3.0,10.0,6.0,2.0,1.0,7.0
19b45179,23,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,1.0,1.0,13.0
19ed4344,200,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.2,1.0,18.0,1.0,4.0,1.0,1.0
19f17086,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,1.0,10000.0
1a3fba2f,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,6.0,1.0,12.0
1a4c9f43,176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,48.0,10000.0,3.0,1.0,47.0
1a626ba2,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0
1a62b54d,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0
1adba253,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,10000.0,2.0,1.0,21.0
1af68b74,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,124.0,10000.0,0.0,1.0,10000.0
1b17b334,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,10000.0,1.0,0.0,10000.0
1b2b8210,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,1.0,3.0
1b3e2268,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,6.0
1b493e2d,46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,10000.0,4.0,1.0,3.0
1b59ca78,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0,10000.0,1.0,1.0,10000.0
1b743501,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,10000.0,2.0,1.0,10000.0
1bc7f14b,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10000.0,7.0,1.0,10000.0
1bc807ce,166,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,10000.0,0.0,1.0,3.0
1bd6991e,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,42.0,10000.0,2.0,1.0,10000.0
1be6a8c9,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,10000.0,6.0,1.0,10000.0
1bf887bc,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,10000.0,0.0,1.0,10000.0
1c0b7e69,57,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,10000.0,2.0,1.0,20.0
1c111090,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,10000.0,3.0,1.0,15.0
1c3a4e83,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10000.0,11.0,1.0,10000.0
1c6dd51b,174,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10000.0,1.0,1.0,1.0
1c8c689c,107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10000.0,6.0,1.0,1.0
1cfa87f1,20,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.2,79.0,80.0,80.0,1.0,1.0,80.0
1d9eb251,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,10000.0,1.0,1.0,10000.0
1daab2a9,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,50.0,10000.0,1.0,1.0,10000.0
1dea6f79,370,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,10000.0,9.0,1.0,3.0
1dec914f,89,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,28.0,36.0,28.0,1.0,1.0,28.0
1e0d9fa0,68,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,10000.0,2.0,1.0,15.0
1e2ae9cf,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,10000.0,0.0,1.0,14.0
1e32ded5,13,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.6,80.0,80.0,80.0,2.0,1.0,80.0
1e62ffda,375,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,10000.0,2.0,1.0,16.0
1e74297d,17,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,6.0,8.0,8.0,0.0,1.0,8.0
1eab3f70,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,10000.0,1.0,0.0,10000.0
1ec83946,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10000.0,3.0,1.0,11.0
1ee88eac,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,10000.0,1.0,1.0,10000.0
1eea3f31,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,10000.0,1.0,1.0,10000.0
1eef1fdc,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0
1f00f488,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,2.0,0.0,4.0
1f62dcbc,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74.0,10000.0,2.0,1.0,10000.0
1f7f4cf4,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10000.0,1.0,1.0,10000.0
1fd5c0ed,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,57.0,10000.0,2.0,1.0,10000.0
1fd68cfa,114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,10000.0,2.0,1.0,13.0
203297ab,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,146.0,10000.0,1.0,0.0,10000.0
2055d172,70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0,83.0,83.0,7.0,1.0,10000.0
205d9c1a,65,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,15.0,28.0,24.0,3.0,1.0,24.0
2087c9c2,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,2.0,0.0,4.0
20950506,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,10000.0,8.0,1.0,10000.0
20d42c68,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,5.0,0.0,1.0
20dadf21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,10000.0
20f602c7,29,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,0.0,0.0,1.0
20fe380b,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,6.0
210fd6d9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,10000.0,1.0,0.0,10000.0
21130ceb,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,10000.0,4.0,1.0,10000.0
212c0657,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,10000.0,0.0,1.0,11.0
213bf04e,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0
214c95b5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,10000.0,0.0,1.0,10000.0
21f5eeda,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,1.0,1.0,10000.0
21f67ee5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,10000.0,0.0,0.0,10000.0
2235acad,115,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,10000.0,1.0,1.0,17.0
225b0069,90,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10000.0,9.0,1.0,10.0
2260ca72,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,1.0,10000.0
2280ebc0,153,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,10000.0,3.0,1.0,26.0
22831d56,11,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,6.0,6.0,6.0,2.0,0.0,6.0
22941a0e,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10000.0,0.0,1.0,10000.0
22b0bd67,45,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,21.0,21.0,21.0,2.0,0.0,21.0
22b9085f,341,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,10000.0,13.0,1.0,7.0
22cfc3f5,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,134.0,10000.0,3.0,1.0,10000.0
22d6d089,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,3.0,1.0,2.0
22f7466d,10,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,1.0,4.0
230f09a6,177,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10000.0,0.0,1.0,3.0
234a8e4d,175,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,10000.0,1.0,1.0,10000.0
23aa71b3,653,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,6.0,49.0,45.0,32.0,1.0,45.0
23b32906,46,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,128.0,5.0,8.0,1.0,5.0
24120769,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,0.0,10000.0
241f75e1,46,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,10000.0,5.0,1.0,1.0
2435cd00,102,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,10000.0,9.0,1.0,7.0
2450dedb,139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,10000.0,6.0,1.0,9.0
247d6d59,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,10000.0,0.0,0.0,10000.0
2486de05,136,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,4.0,45.0,39.0,2.0,1.0,39.0
24aaa37f,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,10000.0,1.0,0.0,10000.0
24b515a9,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,28.0,10000.0,0.0,0.0,10000.0
24cd912d,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,0.0,10000.0
24f7cd56,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,27.0,10000.0,3.0,1.0,11.0
2501a39b,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,10000.0
2516b289,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,10000.0,0.0,1.0,13.0
253db638,256,9.0,0.0,3.0,0.0,4.0,0.0,14.0,0.0,0.0,5.0,1.0,1.8,3.0,86.0,19.0,4.0,1.0,16.0
255672fc,70,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,1.0,0.0,14.0
2576d981,56,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,66.0,74.0,10000.0,3.0,1.0,66.0
258a1059,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,4.0,0.0,8.0
25b0a3a2,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,1.0,0.0,12.0
25b903b1,14,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.0,1.0
25cb8185,148,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,2.0,60.0,2.0,8.0,1.0,2.0
25e20149,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,0.0,0.0,15.0
25e4a370,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,0.0,10000.0
25fbb562,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,2.0,0.0,15.0
26232807,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,138.0,10000.0,4.0,1.0,10000.0
26246e31,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0
263fc56f,28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,10000.0,0.0,1.0,14.0
26a30a4a,52,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,2.0,4.0,4.0,3.0,1.0,4.0
26c62255,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,10000.0,6.0,1.0,10000.0
271c9e78,9,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.2,9.0,9.0,9.0,0.0,0.0,9.0
27258fd2,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,85.0,10000.0,1.0,1.0,10000.0
2743f13d,177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,10000.0,10.0,1.0,2.0
27a8f79c,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10000.0,0.0,1.0,10000.0
27e2e479,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,10000.0,3.0,0.0,10000.0
288e0c71,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,0.0,0.0,10.0
28c9ec04,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,10000.0,2.0,1.0,10000.0
28ceac01,306,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,10000.0,11.0,1.0,1.0
28f2e77d,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,10000.0,2.0,1.0,14.0
29203846,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0
298272c5,8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10000.0,0.0,0.0,9.0
2a108316,21,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10000.0,1.0,1.0,4.0
2a6520b6,118,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.2,8.0,55.0,9.0,0.0,1.0,8.0
2ab41c62,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10000.0,0.0,1.0,10000.0
2b0d53b8,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0
2b0d7dc5,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,10000.0,0.0,1.0,10000.0
2b11fb75,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,10000.0,2.0,0.0,10000.0
2b31ea60,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,10000.0,1.0,1.0,10000.0
2b466fe9,99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,10000.0,9.0,1.0,20.0
2b7e9e3e,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10000.0,2.0,1.0,10.0
2b7ea8eb,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,10000.0,4.0,1.0,14.0
2b81e8f3,171,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,8.0,57.0,18.0,13.0,1.0,18.0
2b9def4b,75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,10000.0,4.0,1.0,18.0
2bb5404b,451,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,10000.0,8.0,1.0,1.0
2bb8a9df,303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,10000.0,39.0,1.0,10000.0
2be7b760,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,133.0,10000.0,6.0,1.0,10000.0
2c050c68,208,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,8.0,49.0,46.0,28.0,1.0,46.0
2c6db48b,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0
2ca9bfe2,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,7.0,0.0,4.0
2cc41526,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,5.0,1.0,10000.0
2cce0cc0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10000.0,2.0,1.0,10000.0
2cd4e2f4,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,39.0,10000.0,1.0,1.0,10000.0
2d255736,136,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,1.0,2.0,2.0,2.0,1.0,2.0
2d2e4660,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,10000.0,2.0,1.0,15.0
2d3a9c5f,26,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,10000.0,1.0,1.0,14.0
2d554f7a,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,10000.0,0.0,0.0,10000.0
2d6b0831,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,10000.0,1.0,0.0,10000.0
2d7e4962,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,10000.0,0.0,0.0,10000.0
2d99ad11,465,5.0,11.0,5.0,4.0,5.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,121.0,1.0,22.0,1.0,1.0
2dc3d9fe,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,10000.0,2.0,1.0,10000.0
2df84ba0,21,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,8.0,9.0,9.0,0.0,1.0,9.0
2e2c29aa,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,68.0,10000.0,2.0,1.0,10000.0
2e2dbf54,18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,4.0
